Residual_heat_flux,Residual_shortwave,Residual_longwave,Residual_SLP,Residual_tot_precip,Residual_RH,Residual_u10m,Residual_v10m,Residual_sea_ice,Residual_cloud_cover,Residual_cloud_water,Residual_GH_mean
0.4830819234973056,0.5541239575110798,0.6157914977641185,0.882990911328309,0.40971559537195407,0.1736458384954629,0.42088934575233766,0.3893002233267684,0.45862497612101094,0.5311518258086992,0.44952943462477046,0.8442299112887778
0.6051549857399428,0.5386482232226653,0.8325559557842587,0.46223751344824915,0.4345391738111136,0.30630675697978077,0.7634211401665121,0.654331115029566,0.5393846372802545,0.5551251774486052,0.538211276445011,0.6447633149815913
0.48901108658612913,0.6007345683516875,0.6086218302766339,0.7184038830628708,0.22689059073932058,0.647266779927033,0.4658308683804567,0.492915899268799,0.5356274092030552,0.7067474062141667,0.3368739638224916,0.7034051097013684
0.2975565151405356,0.6233658804693591,0.38553097198015324,0.5668999612070654,0.43823876655023974,0.6192214532933085,0.5648927026491153,0.5267559706005838,0.5566980112969167,0.5496263453534449,0.3829954285151104,0.5858320002208438
0.39972653434079414,0.37054937362969986,0.6710693303588916,0.6565871192517968,0.3517807540998978,0.39400671046768065,0.32019869922904565,0.36245717179237974,0.5344166385277285,0.6418114142273593,0.5364597129139832,0.6822245405472355
0.4373071213500773,0.7391172850292466,0.4446088350588557,0.42051087418832916,0.4501438861940582,0.5575792227484216,0.6441989584939982,0.6001141609751524,0.4791971408255525,0.33082531142132293,0.33754905727359275,0.4766048632050013
0.4586137630594905,0.23484446662509373,0.5342996673067073,0.5480832352003416,0.45971099739485716,0.6283359010363467,0.38039045212138967,0.3801910215137388,0.5957084311808469,0.7936896123378597,0.6124926647532742,0.4799393456896471
0.27957724954687685,0.7780758183950349,0.42953944054378596,0.5914481635495438,0.3507498933771946,0.3425530009890992,0.6356315155428215,0.556656984463743,0.6580523546614749,0.2113326301851548,0.236116419488018,0.5774556491231623
0.3446347953838318,0.652529591819345,0.3894763359198145,0.5347650651538685,0.2493745187857395,0.4674713228528153,0.5743926461485056,0.5333530431615545,0.8185209489668687,0.3499316616863496,0.17406621160069308,0.4945136924273418
0.4227797190817293,0.5363592605950867,0.5614199876109108,0.5130010910675219,0.398116476986819,0.333450771849708,0.5198387749890092,0.41726470506289337,0.5509864760414909,0.4257723141351015,0.44492112111982857,0.6307620932548512
0.30464711010975404,0.5406024703199368,0.030671896831222456,0.5704692021117432,0.3691592699112546,0.6230911984764719,0.2271663232295529,0.19704372477652674,0.5535338686529742,0.3358340495937179,0.15366815476856366,0.40940668768603106
0.24770884835575419,0.5429565788458985,0.22701747270123987,0.6290337334332511,0.44353481554000657,0.42849640160663494,0.6005258784322985,0.4681145641555494,0.5100400473388887,0.31241741153867975,0.33265346869311213,0.48616050638443287
0.19157666898511433,0.5331287092053986,1.0,0.2402525780774194,0.909008698090946,0.5250538706617267,0.7765097282169966,0.6023856706125709,0.4751921822793188,0.787007546767566,0.82564190088926,0.46877300885566536
0.330500715221468,0.5419082286781163,0.6252504201596321,0.5372886996443202,0.6555842199825461,0.45148432081664075,0.6718006156574697,0.5925878461589403,0.4248937534071007,0.5351796888051786,0.5620036336150885,0.5658924359619089
0.10775463281048404,0.5274755259903234,0.5232118893972392,0.5947900780712612,0.4531070544603206,0.38932306737747613,0.04970957768230782,0.05001690246222128,0.366661604594455,0.5819827265640722,0.4394812399450837,0.6993060999082679
0.5451559117892979,0.4632076684078326,0.5998595832109669,0.4328335641494614,0.6005298375823624,0.884348310555381,0.5495767112795401,0.6378184654905632,0.44319404308279087,0.699557116531422,0.6031996240515473,0.46174861996262406
0.6605428552618694,0.7233519099846359,0.5216377517088391,0.42968911149578987,0.5005111003749122,0.4773914908353334,0.6473908739198175,0.624232025312975,0.49017233565782214,0.3267893597210727,0.4166252893330307,0.5159488526349677
0.5436816653998262,0.3356219580930211,0.593871664263576,0.5804679821051666,0.7020420892852056,0.5117808371436581,0.40277625329873207,0.4587361258586519,0.5619236982577078,0.6103686875485297,0.775985586626026,0.5972767248323373
0.6004241988423165,0.3307961786159013,0.4909592902149169,0.41677243007919434,0.7827325718813406,0.7212818036566939,0.6173749648917388,0.6036324165363941,0.6624169258047956,0.7100593419873057,0.8360584918192773,0.44864764452773337
0.49570181697065085,0.7191328658250565,0.5411811245699436,0.5841329749713097,0.44171110904884797,0.3788372064737591,0.6264203747435837,0.6161534377615666,0.582792394463265,0.37857724272008386,0.377813006802723,0.6559242953651688
0.581140112367573,0.4807438491773614,0.5755490444881901,0.7554040745383199,0.21014071413742352,0.6183592020192901,0.2671404227948975,0.34397132613463094,0.6284403254849975,0.7699344072174314,0.591745765510295,0.6941863258539982
0.42460990861894593,0.5622983791141173,0.6753102177595136,0.8327752521455662,0.4229512395629112,0.44313389554122523,0.22977416588144134,0.29840876775752967,0.4903563369408775,0.6706071710892937,0.5941292682201166,0.8148425963162003
0.5395044947604564,0.5779858714287488,0.6399490512320395,0.5216247954163358,0.39316817640347196,0.42776650553964646,0.60168278794195,0.5443097194467917,0.4325236268508989,0.47247501595002395,0.37088036349101877,0.6193334486247571
0.35589685678730787,0.5786955287335603,0.3733626639375611,0.5423399928794749,0.28192302342609815,0.24387562699505913,0.28600889862932055,0.31235760937172724,0.5794106126685225,0.37799193838751716,0.2632712685695873,0.5411423320143977
0.48715298943463514,0.5841383564541336,0.0,0.7020524757072322,0.2567859651908818,0.30536699223022296,0.45913090701179105,0.3784883685648911,0.6113673510673466,0.2094458727968145,0.22637316320561887,0.5239256467864628
0.8000864726758137,0.5555465335893975,0.6283179468428979,0.4268254615330157,0.5964739349328061,0.7895006773236664,0.6855966445173669,0.7093724253666583,0.5990359359634974,0.666187157265731,0.613102916123484,0.5095043935941809
0.6130882693892271,0.5777859751962968,0.33645037460110294,0.43018742950526834,0.38582701814519543,0.7066679856846277,0.5714333058484565,0.599688192248712,0.5618345831346888,0.6182852921030928,0.33258148003877963,0.37665858890386106
0.45035543960118884,0.49476835280473797,0.41397586390890256,0.29702761256421556,0.6973717275502479,0.8924112262561688,0.6918400941877465,0.6440438001540737,0.5841802658860834,0.7364172348826291,0.45442200132721905,0.3666244608635856
0.31259751389356494,0.6681106076347356,0.31838863815879764,0.6551063718446831,0.38615659707777594,0.6047785211870195,0.36747193968127506,0.39199671700852945,0.5592895671979619,0.61131863273742,0.30552927490027854,0.5312670129617325
0.4418022090379777,0.6210878071324927,0.4483317823261568,0.636208112019572,0.3493896418011672,0.5870890845954077,0.2706067213264908,0.3254309970440189,0.5846875891470878,0.657744391287835,0.31010696527319315,0.5792078021451058
0.3118257175087418,0.9385052104216862,0.4550501320378806,0.45131802845038843,0.43631396559406627,0.39001550524499196,0.6870054048654448,0.6166535302834909,0.6912481360539143,0.08600130764295585,0.13189224450939635,0.4972733067587628
0.378149754601448,0.6888407207807492,0.41824870328684405,0.5065949812985369,0.33011583718872334,0.38804707134397237,0.5306047449347543,0.48662837660588576,0.6938215568257158,0.29739233008917926,0.2501328630014893,0.49270271645114644
0.24053768110332485,0.593147313355588,0.40140250403831107,0.4389334989126081,0.6295600938836358,0.5169509459645708,0.5950063292334126,0.5380660151193766,0.6526485406382906,0.48778148086418843,0.33745595721221516,0.40526439375012135
0.5272608497899604,0.5145918979755204,0.369316118045196,0.6176316298328084,0.33618970649985036,0.6264244204741625,0.4268335254330849,0.46387278349304245,0.6832765518575133,0.6900376325879716,0.4481132684432203,0.5444699884607934
0.4009897584257696,0.5013908966157264,0.3057928015944576,0.47059735292712107,0.49512590009741286,0.4407726280411682,0.34566147808862174,0.36523119250968517,0.5771741251431066,0.5468138835508404,0.4424550690103343,0.43570141335318957
0.3489890462346748,0.49161250905828147,0.6138065442775633,0.3380880191819705,0.5719798056748079,0.47316267330848727,0.3879713594538094,0.39167510061783856,0.493441024728455,0.6228741131210638,0.5264591758227457,0.4227017982900345
0.09773568614890939,0.48666202165317823,0.5892566733984829,0.34792814665997573,0.645726242465158,0.5478356984466157,0.4913219531371819,0.5091207854741266,0.44086381856634355,0.7500368208897572,0.582083687522239,0.37138892732810747
0.266948422686996,0.45302167500994833,0.5419519225847478,0.6558834716422802,0.39346883155505863,0.3570492434226161,0.6521809706379745,0.5750002087059648,0.4853028058499006,0.68122584019195,0.5597102675411085,0.639187233865658
0.44823256319816795,0.35718040981384974,0.7045641046578106,0.6218590425392887,0.4291514402689366,0.2004008109393316,0.5241030661238645,0.4878256156667356,0.4608187608022802,0.4490432161513399,0.5936177949680391,0.7698548643216883
